rcod_hogar,rcod_person,r6,rmujer,redad,rinformal,rDpto,rocu,reduca,ryear,rneduca
00609103211,0060910321102,0.0,1,36,0,Callao,3,4,2022,15.0
00609106111,0060910611101,162.0,1,45,1,Callao,1,3,2022,11.0
00609106111,0060910611102,0.0,1,18,0,Callao,3,4,2022,12.0
00609109012,0060910901201,0.0,1,84,0,Callao,3,3,2022,11.0
00609109022,0060910902201,328.4166666666667,1,54,1,Callao,1,3,2022,9.0
00609109022,0060910902202,792.1666666666666,1,20,1,Callao,1,3,2022,11.0
00609110511,0060911051101,173.41666666666666,1,61,1,Callao,1,3,2022,9.0
00609111811,0060911181101,615.6666666666666,1,61,1,Callao,1,4,2022,14.0
00609111811,0060911181102,51.333333333333336,1,34,1,Callao,1,4,2022,13.0
00609111811,0060911181103,307.8333333333333,0,60,1,Callao,1,4,2022,14.0
00609113311,0060911331101,1630.75,0,58,0,Callao,1,5,2022,16.0
00609113311,0060911331102,1703.9166666666667,1,47,0,Callao,1,4,2022,12.0
00609113311,0060911331103,1921.0833333333333,1,25,0,Callao,1,5,2022,16.0
00609113311,0060911331104,0.0,0,23,0,Callao,3,6,2022,0.0
00609205611,0060920561101,801.5,1,43,1,Callao,1,4,2022,12.0
00609205611,0060920561102,0.0,0,16,0,Callao,3,3,2022,9.0
00609207811,0060920781101,611.3333333333334,0,68,1,Callao,1,3,2022,9.0
00609207811,0060920781102,0.0,1,50,0,Callao,3,3,2022,7.0
00609207811,0060920781103,0.0,1,17,0,Callao,3,3,2022,11.0
00609207811,0060920781104,1096.9166666666667,1,31,1,Callao,1,3,2022,11.0
00609207811,0060920781105,0.0,0,14,0,Callao,3,3,2022,8.0
00609210011,0060921001101,6306.166666666667,0,33,0,Callao,1,4,2022,14.0
00609210011,0060921001102,516.25,1,33,1,Callao,1,3,2022,11.0
00609212311,0060921231101,299.5833333333333,1,56,1,Callao,1,3,2022,7.0
00609212311,0060921231102,1290.0,1,28,1,Callao,1,4,2022,14.0
00609212311,0060921231103,1085.5833333333333,0,41,1,Callao,1,2,2022,0.0
00609212311,0060921231105,1103.5833333333333,1,24,1,Callao,1,5,2022,16.0
00609212311,0060921231106,2097.5,0,25,1,Callao,1,4,2022,14.0
00609216711,0060921671101,0.0,0,65,0,Callao,3,4,2022,14.0
00609216711,0060921671102,0.0,1,64,0,Callao,3,3,2022,11.0
00609223211,0060922321101,0.0,0,56,0,Callao,2,3,2022,11.0
00609223211,0060922321102,0.0,1,54,0,Callao,3,3,2022,11.0
00609223211,0060922321103,1254.0,1,27,1,Callao,1,5,2022,16.0
00609223211,0060922321105,2666.5833333333335,1,32,0,Callao,1,5,2022,16.0
00609223211,0060922321106,1644.4166666666667,0,34,0,Callao,1,5,2022,16.0
00609223211,0060922321108,0.0,1,67,0,Callao,3,3,2022,11.0
00609223211,0060922321109,914.0833333333334,0,62,1,Callao,1,3,2022,11.0
00609901911,0060990191101,1932.25,0,54,0,Callao,1,4,2022,14.0
00609901911,0060990191102,888.25,0,21,1,Callao,1,4,2022,12.0
00609903511,0060990351101,0.0,0,77,0,Callao,3,5,2022,16.0
00609903511,0060990351102,0.0,1,75,0,Callao,3,3,2022,11.0
00609904911,0060990491101,3502.5833333333335,0,52,0,Callao,1,5,2022,17.0
00609904911,0060990491102,313.5,1,53,0,Callao,1,3,2022,11.0
00609904911,0060990491103,522.5,1,22,1,Callao,1,5,2022,13.0
00609904911,0060990491104,1045.0,1,20,1,Callao,1,5,2022,12.0
00609904911,0060990491105,2765.0,0,54,0,Callao,1,4,2022,12.0
00609909511,0060990951101,967.6805826822916,0,72,0,Callao,1,5,2022,17.0
00609909511,0060990951102,7315.166666666667,1,65,1,Callao,1,5,2022,17.0
00609912211,0060991221101,0.0,1,80,0,Callao,3,5,2022,18.0
00610001711,0061000171101,0.0,1,85,0,Callao,3,5,2022,16.0
00610001711,0061000171102,801.4711100260416,0,46,0,Callao,1,5,2022,18.0
00610001711,0061000171103,7131.666666666667,1,49,0,Callao,1,5,2022,16.0
00610001711,0061000171105,0.0,1,79,0,Callao,3,3,2022,11.0
00610006111,0061000611101,0.0,0,72,0,Callao,3,3,2022,11.0
00610006111,0061000611102,0.0,1,71,0,Callao,3,3,2022,11.0
00610006111,0061000611103,1952.4166666666667,1,45,0,Callao,1,3,2022,11.0
00610006111,0061000611104,1561.9166666666667,0,26,0,Callao,1,5,2022,16.0
00610006111,0061000611105,0.0,0,17,0,Callao,3,3,2022,10.0
00610014011,0061001401101,2959.5,1,53,0,Callao,1,5,2022,18.0
00610014011,0061001401102,0.0,0,19,0,Callao,3,5,2022,12.0
00610014011,0061001401103,3819.1666666666665,1,28,0,Callao,1,5,2022,16.0
00610014011,0061001401104,0.0,0,87,0,Callao,3,2,2022,5.0
00610015811,0061001581101,0.0,0,66,0,Callao,3,5,2022,16.0
00610015811,0061001581102,3688.8333333333335,1,63,0,Callao,1,3,2022,11.0
00610015811,0061001581103,2050.0,1,37,0,Callao,1,5,2022,13.0
00611401611,0061140161101,0.0,0,47,0,Callao,3,3,2022,11.0
00611401611,0061140161102,1719.75,1,46,0,Callao,1,3,2022,11.0
00611401611,0061140161103,0.0,0,22,0,Callao,3,4,2022,13.0
00611405011,0061140501101,1476.25,1,57,0,Callao,1,2,2022,0.0
00611405011,0061140501102,1279.3333333333333,0,64,0,Callao,1,2,2022,5.0
00611406911,0061140691101,1413.4166666666667,0,51,0,Callao,1,3,2022,11.0
00611406911,0061140691102,3783.4166666666665,1,53,0,Callao,1,4,2022,14.0
00611406911,0061140691103,947.6666666666666,1,21,1,Callao,1,5,2022,14.0
00611406911,0061140691104,0.0,0,18,0,Callao,2,5,2022,12.0
00611410311,0061141031101,0.0,0,69,0,Callao,3,3,2022,11.0
00611410311,0061141031102,637.3333333333334,1,68,1,Callao,1,3,2022,11.0
00611410311,0061141031103,0.0,1,23,0,Callao,3,4,2022,14.0
00611412111,0061141211101,541.5,0,67,1,Callao,1,2,2022,3.0
00611412111,0061141211102,0.0,1,69,0,Callao,3,2,2022,3.0
00611412111,0061141211103,2915.9166666666665,0,31,0,Callao,1,5,2022,16.0
00611412111,0061141211104,968.5,1,33,0,Callao,1,3,2022,11.0
00611412111,0061141211106,1610.0,0,25,0,Callao,1,4,2022,14.0
00611415511,0061141551101,676.9166666666666,0,66,1,Callao,1,3,2022,9.0
00611415511,0061141551102,0.0,1,61,0,Callao,2,3,2022,11.0
00611415511,0061141551103,1638.9166666666667,1,25,0,Callao,1,4,2022,12.0
00611507211,0061150721101,0.0,1,82,0,Callao,3,1,2022,
00611508811,0061150881101,0.0,0,66,0,Callao,3,2,2022,5.0
00611508811,0061150881102,1029.0833333333333,1,60,0,Callao,1,3,2022,11.0
00611508811,0061150881103,93.58333333333333,1,34,1,Callao,1,5,2022,13.0
00611508811,0061150881104,0.0,0,14,0,Callao,3,3,2022,8.0
00611510711,0061151071101,3184.25,0,52,0,Callao,1,3,2022,11.0
00611510711,0061151071102,1778.4166666666667,1,42,0,Callao,1,4,2022,14.0
00611510711,0061151071103,755.5833333333334,1,22,1,Callao,1,5,2022,14.0
00611510711,0061151071104,0.0,1,18,0,Callao,3,5,2022,14.0
00611512711,0061151271101,6029.916666666667,0,37,0,Callao,1,4,2022,14.0
00611512711,0061151271102,905.9166666666666,1,36,1,Callao,1,3,2022,11.0
00611512711,0061151271103,0.0,1,18,0,Callao,3,5,2022,12.0
00613201011,0061320101101,0.0,1,58,0,Callao,3,3,2022,11.0
00613201011,0061320101102,1026.1666666666667,0,37,1,Callao,1,3,2022,11.0
00613201011,0061320101103,0.0,1,32,0,Callao,2,5,2022,16.0
00613206111,0061320611101,0.0,1,66,0,Callao,3,4,2022,14.0
00613206111,0061320611102,0.0,0,65,0,Callao,3,3,2022,11.0
00613207211,0061320721101,3114.25,0,70,1,Callao,1,3,2022,11.0
00613207211,0061320721102,0.0,1,67,0,Callao,3,2,2022,5.0
00613207211,0061320721103,2311.5833333333335,1,21,0,Callao,1,5,2022,13.0
00613210211,0061321021101,2795.5833333333335,0,44,0,Callao,1,4,2022,14.0
00613210211,0061321021102,410.5,1,48,1,Callao,1,4,2022,14.0
00613210211,0061321021103,0.0,0,23,0,Callao,3,6,2022,0.0
00613210211,0061321021104,0.0,1,16,0,Callao,3,3,2022,10.0
00613210211,0061321021105,0.0,1,15,0,Callao,3,3,2022,9.0
00613211111,0061321111101,906.0833333333334,1,63,0,Callao,1,2,2022,6.0
00613211111,0061321111102,0.0,1,42,0,Callao,2,4,2022,14.0
00613211111,0061321111103,1539.25,1,41,1,Callao,1,5,2022,16.0
00613211111,0061321111104,3957.5833333333335,1,28,0,Callao,1,5,2022,16.0
00613705211,0061370521101,1982.5833333333333,0,63,1,Callao,1,3,2022,8.0
00613705211,0061370521102,0.0,1,60,0,Callao,3,3,2022,11.0
00613705211,0061370521103,0.0,1,37,0,Callao,3,5,2022,16.0
00613705211,0061370521104,644.3333333333334,0,34,1,Callao,1,5,2022,16.0
00613708511,0061370851101,515.5,0,42,1,Callao,1,3,2022,11.0
00613708511,0061370851102,208.16666666666666,1,42,1,Callao,1,3,2022,11.0
00613708511,0061370851103,1754.5,1,22,0,Callao,1,4,2022,13.0
00613712111,0061371211101,256.6666666666667,0,39,1,Callao,1,3,2022,11.0
00613713611,0061371361101,1600.1666666666667,0,60,1,Callao,1,3,2022,11.0
00613800111,0061380011101,554.4166666666666,1,42,1,Callao,1,3,2022,9.0
00613800111,0061380011102,0.0,0,20,0,Callao,2,3,2022,11.0
00613802212,0061380221201,0.0,1,60,0,Callao,3,2,2022,3.0
00613802212,0061380221202,218.58333333333334,0,49,1,Callao,1,3,2022,11.0
00613802212,0061380221203,0.0,1,14,0,Callao,3,3,2022,8.0
00613802222,0061380222201,0.0,1,51,0,Callao,3,3,2022,8.0
00613802222,0061380222202,1185.5833333333333,0,50,1,Callao,1,3,2022,11.0
00613802222,0061380222203,1618.6458333333333,0,29,1,Callao,1,3,2022,11.0
00613802222,0061380222204,0.0,0,21,0,Callao,3,4,2022,12.0
00613802222,0061380222205,0.0,0,18,0,Callao,3,3,2022,11.0
00613802222,0061380222206,0.0,1,14,0,Callao,3,3,2022,8.0
00613805911,0061380591101,971.0,0,58,1,Callao,1,3,2022,11.0
00613805911,0061380591102,0.0,1,58,0,Callao,3,3,2022,11.0
00613805911,0061380591103,0.0,1,58,0,Callao,3,3,2022,11.0
00614302011,0061430201101,1423.5833333333333,0,28,1,Callao,1,4,2022,13.0
00614304111,0061430411101,0.0,1,40,0,Callao,3,5,2022,14.0
00614304111,0061430411102,1020.5833333333334,0,19,0,Callao,1,5,2022,13.0
00614308211,0061430821101,1291.3333333333333,0,50,1,Callao,1,3,2022,11.0
00614310411,0061431041101,0.0,1,69,0,Callao,3,2,2022,3.0
00614310411,0061431041102,1569.6666666666667,0,27,0,Callao,1,3,2022,11.0
00614310411,0061431041103,0.0,1,24,0,Callao,3,3,2022,10.0
00614314411,0061431441101,0.0,0,84,0,Callao,3,2,2022,6.0
00614314411,0061431441102,52.083333333333336,1,72,1,Callao,1,2,2022,6.0
00614318311,0061431831101,688.75,1,60,1,Callao,1,3,2022,11.0
00614318311,0061431831102,0.0,0,38,0,Callao,2,3,2022,11.0
00614320411,0061432041101,0.0,0,89,0,Callao,3,2,2022,6.0
00614320411,0061432041102,0.0,1,81,0,Callao,3,2,2022,6.0
00614320411,0061432041103,1129.0833333333333,0,43,0,Callao,1,3,2022,8.0
00615201311,0061520131101,512.0833333333334,1,67,0,Callao,1,3,2022,11.0
00615201311,0061520131102,904.9166666666666,0,62,0,Callao,1,5,2022,16.0
00615203011,0061520301101,45.333333333333336,1,53,1,Callao,1,3,2022,9.0
00615206211,0061520621101,890.1666666666666,1,48,1,Callao,1,3,2022,9.0
00615206211,0061520621102,52.166666666666664,1,18,1,Callao,1,3,2022,10.0
00615209111,0061520911101,0.0,0,70,0,Callao,3,3,2022,11.0
00615301011,0061530101101,0.0,0,71,0,Callao,3,2,2022,6.0
00615303111,0061530311101,970.75,1,51,1,Callao,1,3,2022,8.0
00615305311,0061530531101,0.0,1,92,0,Callao,3,3,2022,9.0
00615305311,0061530531102,1971.6666666666667,0,59,1,Callao,1,3,2022,11.0
00615307611,0061530761101,615.6666666666666,1,58,1,Callao,1,3,2022,11.0
00615307611,0061530761102,0.0,1,33,0,Callao,3,2,2022,0.0
00615307611,0061530761103,0.0,0,17,0,Callao,2,3,2022,10.0
00615307611,0061530761104,0.0,1,14,0,Callao,3,3,2022,8.0
00615309711,0061530971101,615.6666666666666,0,44,1,Callao,1,3,2022,11.0
00615309711,0061530971102,0.0,1,40,0,Callao,2,3,2022,11.0
00615309711,0061530971103,102.58333333333333,1,17,1,Callao,1,3,2022,10.0
00615309711,0061530971106,0.0,1,22,0,Callao,2,3,2022,11.0
00615309711,0061530971107,1931.6666666666667,0,23,0,Callao,1,3,2022,11.0
00615309711,0061530971109,2666.0,0,63,1,Callao,1,3,2022,11.0
00615309711,0061530971110,689.25,1,36,1,Callao,1,3,2022,11.0
00615311811,0061531181101,1490.0,0,30,1,Callao,1,3,2022,11.0
00615311811,0061531181102,0.0,1,31,0,Callao,3,3,2022,9.0
00617302011,0061730201101,1406.6666666666667,1,53,1,Callao,1,3,2022,11.0
00617302011,0061730201102,0.0,1,50,0,Callao,3,3,2022,11.0
00617302011,0061730201103,0.0,0,25,0,Callao,2,4,2022,13.0
00617302011,0061730201104,0.0,0,51,0,Callao,3,6,2022,
00617309011,0061730901101,3617.5,0,47,0,Callao,1,5,2022,12.0
00617309011,0061730901102,0.0,1,39,0,Callao,3,4,2022,13.0
00617309011,0061730901103,0.0,1,14,0,Callao,3,3,2022,8.0
00617310711,0061731071101,8620.833333333334,1,64,0,Callao,1,5,2022,16.0
00617310711,0061731071102,5639.433659871419,1,56,0,Callao,1,5,2022,16.0
00617310711,0061731071103,137.16666666666666,0,21,1,Callao,1,5,2022,14.0
00617314011,0061731401101,2928.5833333333335,0,44,0,Callao,1,5,2022,16.0
00617314011,0061731401102,702.8333333333334,1,31,1,Callao,1,5,2022,16.0
00617315711,0061731571101,454.1666666666667,1,46,1,Callao,1,4,2022,14.0
00617315711,0061731571102,0.0,0,19,0,Callao,2,5,2022,12.0
00617504511,0061750451101,1355.0833333333333,0,54,0,Callao,1,3,2022,11.0
00617507511,0061750751101,0.0,1,78,1,Callao,1,1,2022,
00617507511,0061750751102,354.9166666666667,1,52,1,Callao,1,2,2022,0.0
00617511611,0061751161101,443.0833333333333,0,24,1,Callao,1,4,2022,14.0
00617511611,0061751161102,0.0,1,24,0,Callao,2,3,2022,11.0
00617513111,0061751311101,0.0,1,79,0,Callao,3,2,2022,5.0
00617513111,0061751311102,757.3333333333334,0,49,1,Callao,1,4,2022,12.0
00617901711,0061790171101,0.0,0,52,0,Callao,2,3,2022,11.0
00617901711,0061790171102,565.1666666666666,1,49,1,Callao,1,4,2022,12.0
00617901711,0061790171103,0.0,1,29,0,Callao,2,4,2022,15.0
00617901711,0061790171104,0.0,1,18,0,Callao,3,3,2022,11.0
00617907611,0061790761101,0.0,1,69,0,Callao,3,3,2022,11.0
00617907611,0061790761102,0.0,0,32,0,Callao,2,4,2022,14.0
00617911611,0061791161101,31.333333333333332,1,78,1,Callao,1,3,2022,11.0
00617911611,0061791161102,360.75,0,45,1,Callao,1,3,2022,11.0
00617911611,0061791161103,835.75,0,63,1,Callao,1,3,2022,7.0
00617913511,0061791351101,6565.416666666667,0,33,0,Callao,1,5,2022,16.0
00617913511,0061791351102,2888.6666666666665,1,32,0,Callao,1,5,2022,16.0
00618007511,0061800751101,0.0,0,68,0,Callao,3,5,2022,16.0
00618016811,0061801681101,1158.8333333333333,1,65,1,Callao,1,3,2022,11.0
00618016811,0061801681102,1060.6666666666667,0,40,1,Callao,1,3,2022,11.0
00618016811,0061801681103,2575.3333333333335,0,25,1,Callao,1,5,2022,12.0
00618607011,0061860701101,4551.416666666667,0,40,0,Cusco,1,5,2022,16.0
00618607011,0061860701102,4531.416666666667,1,40,0,Cusco,1,5,2022,16.0
00618607011,0061860701103,0.0,0,16,0,Cusco,3,3,2022,10.0
00618609511,0061860951101,2664.8333333333335,0,52,1,Cusco,1,5,2022,13.0
00618609511,0061860951102,0.0,1,44,1,Cusco,1,3,2022,11.0
00618609511,0061860951103,0.0,0,23,0,Cusco,3,6,2022,0.0
00618609511,0061860951104,0.0,1,15,0,Cusco,3,3,2022,9.0
00619300711,0061930071101,374.0,0,68,1,Cusco,1,3,2022,10.0
00619300711,0061930071102,0.0,1,66,1,Cusco,1,2,2022,5.0
00619300711,0061930071103,908.75,0,39,1,Cusco,1,4,2022,14.0
00619300711,0061930071104,0.0,1,31,0,Cusco,3,4,2022,14.0
00619302811,0061930281101,526.8333333333334,1,39,1,Cusco,1,5,2022,16.0
00619302811,0061930281102,1284.3333333333333,0,37,1,Cusco,1,4,2022,14.0
00619303811,0061930381101,0.0,1,66,0,Cusco,3,2,2022,3.0
00619303811,0061930381102,1291.6666666666667,1,24,1,Cusco,1,4,2022,14.0
00619304811,0061930481101,281.4666748046875,1,65,1,Cusco,1,2,2022,5.0
00619305911,0061930591101,0.0,0,32,0,Cusco,3,5,2022,18.0
00619305911,0061930591102,0.0,1,31,0,Cusco,3,5,2022,16.0
00619400911,0061940091101,1521.5,0,47,1,Cusco,1,3,2022,11.0
00619400911,0061940091102,251.33333333333334,1,47,1,Cusco,1,3,2022,9.0
00619400911,0061940091103,0.0,0,18,0,Cusco,3,2,2022,0.0
00619400911,0061940091104,0.0,0,15,0,Cusco,3,3,2022,8.0
00619403711,0061940371101,2533.0,0,24,1,Cusco,1,4,2022,14.0
00619405111,0061940511101,569.3333333333334,1,74,1,Cusco,1,5,2022,14.0
00619406411,0061940641101,139.41666666666666,0,67,1,Cusco,1,3,2022,9.0
00619407711,0061940771101,0.0,0,82,0,Cusco,3,2,2022,6.0
00619407711,0061940771102,0.0,1,80,0,Cusco,3,2,2022,3.0
00619407711,0061940771103,3259.9166666666665,1,34,0,Cusco,1,5,2022,15.0
00619411711,0061941171101,2550.1666666666665,0,54,1,Cusco,1,4,2022,14.0
00619411711,0061941171102,936.0,1,25,1,Cusco,1,3,2022,11.0
00619411711,0061941171103,496.8062337239583,1,28,1,Cusco,1,5,2022,16.0
00619411711,0061941171104,1731.850830078125,0,25,1,Cusco,1,4,2022,14.0
00619503011,0061950301101,0.0,1,82,0,Cusco,3,1,2022,
00619503011,0061950301102,1539.0833333333333,1,48,1,Cusco,1,4,2022,12.0
00619503011,0061950301103,0.0,1,20,0,Cusco,3,5,2022,12.0
00619510611,0061951061101,0.0,0,79,0,Cusco,3,5,2022,16.0
00619510611,0061951061102,0.0,1,68,0,Cusco,3,3,2022,11.0
00619510611,0061951061103,1545.25,0,41,1,Cusco,1,5,2022,15.0
00619512811,0061951281101,0.0,1,65,0,Cusco,3,2,2022,3.0
00619512811,0061951281102,3681.8499348958335,0,37,1,Cusco,1,2,2022,0.0
00619512811,0061951281103,1496.6153564453125,1,34,1,Cusco,1,4,2022,12.0
00619804411,0061980441101,4011.8333333333335,0,48,0,Cusco,1,5,2022,12.0
00619804411,0061980441102,713.3402760823568,1,47,1,Cusco,1,3,2022,11.0
00619804411,0061980441103,0.0,0,20,1,Cusco,1,3,2022,11.0
00619804411,0061980441104,0.0,1,15,0,Cusco,3,3,2022,10.0
00619807111,0061980711101,1572.25,0,65,1,Cusco,1,4,2022,16.0
00619807111,0061980711102,817.0833333333334,1,61,0,Cusco,1,3,2022,11.0
00619807111,0061980711103,2954.0,0,35,0,Cusco,1,5,2022,15.0
00619809911,0061980991101,242.39837646484375,0,76,1,Cusco,1,2,2022,3.0
00619809911,0061980991102,0.0,1,77,0,Cusco,3,1,2022,
00619815211,0061981521101,0.0,1,66,0,Cusco,3,2,2022,5.0
00619817911,0061981791101,3142.5,1,41,1,Cusco,1,5,2022,15.0
00619817911,0061981791102,0.0,0,44,0,Cusco,2,4,2022,16.0
00619817911,0061981791103,0.0,0,14,0,Cusco,3,3,2022,8.0
00620111511,0062011151101,3596.8333333333335,1,35,0,Cusco,1,5,2022,16.0
00620111511,0062011151102,6376.416666666667,1,31,0,Cusco,1,5,2022,16.0
00620111511,0062011151103,5426.166666666667,1,29,1,Cusco,1,5,2022,18.0
00620117311,0062011731101,1475.0833333333333,0,70,0,Cusco,1,5,2022,16.0
00620117311,0062011731102,0.0,1,22,0,Cusco,3,5,2022,15.0
00620119211,0062011921101,2225.0833333333335,0,67,0,Cusco,1,5,2022,16.0
00620119211,0062011921102,168.58333333333334,1,64,1,Cusco,1,5,2022,16.0
00620121111,0062012111101,0.0,0,64,0,Cusco,3,3,2022,9.0
00620121111,0062012111102,0.0,1,52,0,Cusco,3,2,2022,0.0
00620121111,0062012111103,0.0,0,25,0,Cusco,2,4,2022,14.0
00620121111,0062012111104,3918.75,1,32,0,Cusco,1,3,2022,11.0
00620703911,0062070391101,1967.5833333333333,0,53,0,Cusco,1,3,2022,11.0
00620703911,0062070391102,572.9166666666666,1,52,0,Cusco,1,3,2022,11.0
00620703911,0062070391103,367.25,0,22,1,Cusco,1,5,2022,13.0
00620703911,0062070391104,0.0,1,15,1,Cusco,1,3,2022,9.0
00620706611,0062070661101,498.4166666666667,1,49,0,Cusco,1,3,2022,11.0
00620706611,0062070661102,2608.75,0,50,0,Cusco,1,3,2022,11.0
00620706611,0062070661103,975.9166666666666,1,25,0,Cusco,1,5,2022,15.0
00620706611,0062070661104,398.75,0,24,1,Cusco,1,5,2022,15.0
00620706611,0062070661105,0.0,1,16,1,Cusco,1,3,2022,10.0
00620707911,0062070791101,0.0,0,69,0,Cusco,3,4,2022,15.0
00620707911,0062070791102,35.666666666666664,1,55,1,Cusco,1,3,2022,11.0
00620707911,0062070791103,1021.25,1,33,0,Cusco,1,4,2022,16.0
00620707911,0062070791104,0.0,0,31,0,Cusco,3,4,2022,15.0
00620709311,0062070931101,543.5833333333334,1,75,1,Cusco,1,3,2022,10.0
00620709311,0062070931102,0.0,1,50,1,Cusco,1,5,2022,16.0
00620709311,0062070931103,0.0,1,16,0,Cusco,3,3,2022,11.0
00620901811,0062090181101,4008.4166666666665,0,56,0,Cusco,1,5,2022,17.0
00620901811,0062090181102,0.0,1,52,0,Cusco,3,4,2022,13.0
00620901811,0062090181103,0.0,0,25,0,Cusco,3,5,2022,13.0
00620901811,0062090181104,0.0,1,17,0,Cusco,3,3,2022,11.0
00620908911,0062090891101,0.0,0,75,0,Cusco,3,3,2022,11.0
00620914211,0062091421101,890.1666666666666,0,41,1,Cusco,1,3,2022,8.0
00620916011,0062091601101,0.0,0,54,0,Cusco,3,3,2022,7.0
00620916011,0062091601102,1838.75,1,44,1,Cusco,1,4,2022,14.0
00621100911,0062110091101,1159.25,1,46,1,Cusco,1,2,2022,0.0
00621102611,0062110261101,0.0,0,68,0,Cusco,3,3,2022,11.0
00621102611,0062110261102,1222.0833333333333,0,38,1,Cusco,1,3,2022,11.0
00621106111,0062110611101,63.833333333333336,1,52,1,Cusco,1,2,2022,0.0
00621106111,0062110611102,0.0,1,15,0,Cusco,2,3,2022,9.0
00621106111,0062110611103,248.0,1,15,1,Cusco,1,3,2022,9.0
00621401611,0062140161101,1309.0833333333333,0,55,1,Cusco,1,3,2022,11.0
00621401611,0062140161102,1144.3333333333333,1,44,0,Cusco,1,3,2022,9.0
00621401611,0062140161103,704.5833333333334,0,26,1,Cusco,1,5,2022,13.0
00621401611,0062140161104,1059.4166666666667,1,18,1,Cusco,1,5,2022,12.0
00621407811,0062140781101,0.0,0,82,0,Cusco,3,2,2022,5.0
00621407811,0062140781102,0.0,1,80,0,Cusco,3,2,2022,0.0
00621411811,0062141181101,2187.0,0,48,0,Cusco,1,5,2022,13.0
00621411811,0062141181102,562.4166666666666,1,29,1,Cusco,1,3,2022,11.0
00622200211,0062220021101,0.0,1,65,0,Cusco,3,4,2022,14.0
00622201011,0062220101101,2068.8333333333335,1,57,0,Cusco,1,5,2022,14.0
00622201011,0062220101102,3378.75,0,59,0,Cusco,1,5,2022,12.0
00622201011,0062220101103,2880.6666666666665,1,51,0,Cusco,1,5,2022,18.0
00622201011,0062220101104,1601.8333333333333,0,22,0,Cusco,1,5,2022,15.0
00622204911,0062220491101,3504.0833333333335,1,41,0,Cusco,1,4,2022,14.0
00622204911,0062220491102,0.0,1,19,0,Cusco,3,3,2022,11.0
00622207211,0062220721101,0.0,1,81,0,Cusco,3,3,2022,11.0
00622207211,0062220721102,0.0,1,74,0,Cusco,3,5,2022,16.0
00622207211,0062220721103,0.0,1,72,0,Cusco,3,5,2022,16.0
00623000511,0062300051101,2716.0833333333335,0,56,0,Cusco,1,4,2022,16.0
00623000511,0062300051102,2716.0833333333335,1,58,0,Cusco,1,4,2022,16.0
00623000511,0062300051103,1580.4166666666667,1,27,1,Cusco,1,5,2022,17.0
00623000511,0062300051104,998.0833333333334,1,26,0,Cusco,1,5,2022,16.0
00623000511,0062300051105,0.0,0,19,0,Cusco,3,5,2022,13.0
00623003311,0062300331101,0.0,0,83,0,Cusco,3,2,2022,5.0
00623003311,0062300331102,0.0,1,76,0,Cusco,3,2,2022,2.0
00623003311,0062300331103,2372.6666666666665,1,45,0,Cusco,1,4,2022,14.0
00623003311,0062300331104,842.9166666666666,1,33,1,Cusco,1,4,2022,12.0
00623004511,0062300451101,3415.6666666666665,1,55,0,Cusco,1,4,2022,16.0
00623004511,0062300451102,0.0,0,30,0,Cusco,2,4,2022,13.0
00623004511,0062300451103,0.0,0,23,0,Cusco,3,5,2022,12.0
00623006911,0062300691101,0.0,0,79,0,Cusco,3,5,2022,18.0
00623008211,0062300821101,0.0,1,27,0,Cusco,2,5,2022,16.0
00623008211,0062300821102,6245.75,0,35,0,Cusco,1,5,2022,18.0
00623010611,0062301061101,1639.4166666666667,0,29,1,Cusco,1,4,2022,12.0
00623010611,0062301061102,790.25,1,29,1,Cusco,1,3,2022,11.0
00623501411,0062350141101,2552.0833333333335,0,53,0,Cusco,1,5,2022,16.0
00623501411,0062350141102,2999.5,1,35,0,Cusco,1,5,2022,16.0
00623501411,0062350141103,0.0,1,18,1,Cusco,1,5,2022,12.0
00623503811,0062350381101,112.16666666666667,0,77,1,Cusco,1,2,2022,3.0
00623506211,0062350621101,668.0833333333334,1,38,1,Cusco,1,3,2022,11.0
00623506211,0062350621102,0.0,0,16,0,Cusco,3,3,2022,11.0
00623508611,0062350861101,747.1666666666666,1,54,1,Cusco,1,2,2022,0.0
00623513411,0062351341101,608.6666666666666,1,60,1,Cusco,1,3,2022,11.0
00623513411,0062351341102,1176.4166666666667,0,67,0,Cusco,1,5,2022,17.0
00623513411,0062351341103,1101.25,1,25,1,Cusco,1,5,2022,17.0
00623515811,0062351581101,380.4166666666667,0,52,1,Cusco,1,3,2022,11.0
00623515811,0062351581102,451.5,1,39,1,Cusco,1,2,2022,0.0
00624401711,0062440171101,347.5,0,66,1,Cusco,1,2,2022,3.0
00624401711,0062440171102,507.5,1,58,1,Cusco,1,2,2022,1.0
00624402711,0062440271101,817.0833333333334,1,42,1,Cusco,1,3,2022,11.0
00624402711,0062440271102,0.0,1,23,1,Cusco,1,5,2022,15.0
00624402711,0062440271103,235.58333333333334,0,20,1,Cusco,1,5,2022,13.0
00624406111,0062440611101,0.0,1,84,0,Cusco,3,1,2022,
00624407311,0062440731101,1776.6666666666667,0,49,1,Cusco,1,3,2022,11.0
00624407311,0062440731102,0.0,1,40,1,Cusco,1,2,2022,0.0
00624407311,0062440731104,0.0,0,79,0,Cusco,3,2,2022,0.0
00624409511,0062440951101,6841.75,0,41,0,Cusco,1,3,2022,11.0
00624409511,0062440951102,164.83333333333334,1,39,1,Cusco,1,2,2022,0.0
